x;y;z;t;labels
-0.2683742594346521;0.6546039357803761;2.3006619969010362;-1.5953720498398867;1
-0.8013471350842568;0.18041116600459628;-0.8099679144524343;-0.22132059023055212;0
-0.02408809346627283;2.8507005363644025;3.143923173509757;0.2453706880260219;1
-0.6442258865314883;1.1871465182686127;0.9457593212253768;3.720809786391625;1
-0.1743512035185466;0.7650543848789277;2.4605728769265873;1.4826834658891965;1
0.6595034725001119;0.37417431556139746;0.9845349166359978;1.5899998120979881;1
0.00470287622208021;1.4816453288224236;2.909066514957895;0.3084728198454869;1
-1.0523324282802111;0.31514701783803234;-0.8208680224171526;-0.21020998742471875;0
1.726293144476907;2.1808895165620057;2.265366236567163;0.31039672868730095;1
0.039721959767044734;-0.18347760749335867;-1.4200755430829708;-0.5919800234539759;0
0.7811900827143188;2.2538674511353882;2.1784888985078954;2.2311122931776253;1
0.4447812798660209;1.9912330973429793;1.7827124504204792;-0.9543583382130112;1
-0.8092669475260788;-1.5878604887553653;0.0037601790562580284;-1.0277220859938545;0
-0.418112045391991;-1.3785245791043863;-0.31406099010374694;-0.28367736002294525;0
1.1951909460788068;-1.4094295918951874;-0.6812587699049582;-0.23966038915655763;1
2.7899764532483635;1.2977862685820793;0.4268369129286472;0.27118012756867127;1
0.9401196899065807;-0.09439101259611815;-0.4957407830631912;-0.4714646811907286;0
1.3040017708888345;0.33699489232458224;0.6198659565420883;0.11556508012499067;1
3.1118086152712516;3.8742950740305413;2.5370507869429217;2.602393111566111;1
0.7589470470381771;0.4705296211406159;0.35286412698225444;0.24471110465773227;1
0.2516053697935654;-1.0416341813762406;-0.4454959728646277;-1.569335430198419;0
-1.3149961297158108;-0.9638417997881232;0.007708136998083592;-0.06939087892142881;0
1.9198275918342353;2.894171701058707;0.5938361020969696;0.09941466009210598;1
-0.2046550936698876;-1.1747858882711628;0.5043093864786492;-0.1125345944228871;0
0.9731203644185387;0.11976989213660771;0.730003101898012;1.623517023253812;1
-0.5394160704314058;-0.041760931632394804;-1.3457247986842662;-0.44254612923076003;0
-0.38761805851147696;-1.747817992359023;0.09487454339718437;-0.012608634304390631;0
0.263678913347411;-3.126926415354589;1.3503221424064207;4.340004652661527;1
-0.13040342961393392;-0.9982729836979485;0.1725195150049802;-1.9462380619675315;0
1.8575690655336174;4.068321239954592;-0.17842070861208148;3.8836769763126338;1
1.2847979667328508;2.001388201762237;0.8253439756760215;3.2469621984679247;1
1.0502236302029524;-1.8660448420360956;0.060652141619388145;2.5891588910607384;1
-0.015612265920450508;-0.3784533870790161;0.8201511185352257;2.1852588044077184;1
1.522743935043183;2.3740509685507556;0.5310024765058221;0.982702381063462;1
2.18613983603215;0.40066753799552646;0.4202614902448034;1.865511125005383;1
0.4574435566727425;0.6178544373901171;1.110835035513308;-2.631003772573558;1
-0.26831204446873796;-1.0583952994352932;-0.25562675132794743;0.2254382583940311;0
-0.9414530716281413;-0.9716093691560401;-0.011673854807527084;-0.786561786602817;0
1.1789418961984004;0.9967123135472897;0.7874364848550993;-1.316563848834578;1
0.32471341525987574;1.4542016263805764;0.1445279721079863;0.19157049701405982;1
-0.023106498224484406;-0.00899227301471206;1.388789251241765;-0.08609878409531957;1
0.8142141031539225;-1.0120865877370857;-0.04082975627374674;0.1421749835463424;1
0.8075511239906321;-1.2846233731713586;-0.12838023252794506;0.8485448380554594;0
-0.2577758134716419;0.5145117901634509;0.6916121390520324;1.6346517323269094;1
1.848322361028262;2.0167195583721442;1.8691380599229857;1.603560459611216;1
-0.15706892979918974;-0.6875194386270291;-0.42190567213687624;-0.42232384776275833;0
0.24188631240111913;-0.8160662133578953;1.5416707510253207;0.5090261186777918;1
